WeatherPy_Database.csv,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Kirakira,-10.4544,161.9205,79.14,82,100,7.47,SB,2021-02-07 09:34:15
292,Pochutla,15.7432,-96.4661,73.99,89,2,3.94,MX,2021-02-07 09:35:42
293,Pringsewu,-5.3582,104.9744,81.03,86,100,0.81,ID,2021-02-07 09:35:42
294,Waddan,29.1614,16.139,77.41,16,100,16.13,LY,2021-02-07 09:34:52
295,Shache,38.4167,77.2406,50.23,38,7,10.71,CN,2021-02-07 09:32:09
296,Batabano,22.7164,-82.2881,73.4,100,20,4.61,CU,2021-02-07 09:35:42
297,Hamilton,39.1834,-84.5333,21.2,79,90,9.22,US,2021-02-07 09:31:09
298,Ahipara,-35.1667,173.1667,61.43,83,66,5.77,NZ,2021-02-07 09:32:35
299,Mussomeli,37.5778,13.7513,63.0,53,85,1.01,IT,2021-02-07 09:35:43
300,Miyako,39.6367,141.9525,33.42,87,9,7.34,JP,2021-02-07 09:28:20
301,Abbeville,50.1,1.8333,32.0,85,93,8.48,FR,2021-02-07 09:35:43
302,Bayevo,53.2833,80.7667,26.65,93,44,20.85,RU,2021-02-07 09:35:43
303,Kavaratti,10.5669,72.642,81.95,63,2,7.78,IN,2021-02-07 09:32:16
304,Oktyabrskiy,54.4815,53.471,-3.06,88,100,14.7,RU,2021-02-07 09:32:00
305,Ledyard,41.4398,-72.0142,33.01,74,1,4.61,US,2021-02-07 09:35:43
306,Mbeya,-8.9,33.45,72.39,79,61,3.27,TZ,2021-02-07 09:34:16
307,Mayumba,-3.432,10.6554,80.69,81,84,1.3,GA,2021-02-07 09:35:44
308,Mercedes,-34.6515,-59.4307,62.01,92,0,5.79,AR,2021-02-07 09:35:44
309,Polgardi,47.061,18.302,44.6,81,0,9.22,HU,2021-02-07 09:35:44
310,Verkhnevilyuysk,63.4453,120.3167,-19.8,87,67,6.53,RU,2021-02-07 09:35:44
311,Barrhead,55.7992,-4.3929,34.0,80,90,14.97,GB,2021-02-07 09:32:37
312,Bihoro,43.8228,144.1044,14.0,79,75,6.91,JP,2021-02-07 09:34:46
313,Nurota,40.5614,65.6886,57.2,62,100,6.91,UZ,2021-02-07 09:35:44
314,Castro,-24.7911,-50.0119,54.95,97,45,3.6,BR,2021-02-07 09:31:43
315,Dunedin,-45.8742,170.5036,60.01,90,5,4.0,NZ,2021-02-07 09:27:01
316,Rio Cuarto,-33.1307,-64.3499,64.4,77,0,6.91,AR,2021-02-07 09:35:45
317,Matara,5.9485,80.5353,85.8,65,46,6.13,LK,2021-02-07 09:35:45
318,Aborlan,9.4352,118.5492,86.0,70,20,13.8,PH,2021-02-07 09:35:46
319,Rudbar,30.15,62.6,76.93,15,0,3.42,AF,2021-02-07 09:35:46
320,Sikasso,10.9167,-7.0,85.89,14,14,8.95,ML,2021-02-07 09:35:46
321,Wasilla,61.5814,-149.4394,10.4,84,90,1.61,US,2021-02-07 09:35:46
322,Changchun,43.88,125.3228,6.8,56,0,4.47,CN,2021-02-07 09:35:46
323,Paamiut,61.994,-49.6678,33.69,80,100,7.43,GL,2021-02-07 09:35:46
324,Hambantota,6.1241,81.1185,89.6,66,20,13.8,LK,2021-02-07 09:24:49
325,Coahuayana,18.7333,-103.6833,69.91,85,40,3.47,MX,2021-02-07 09:32:32
326,Faya,18.3851,42.4509,64.4,45,20,14.97,SA,2021-02-07 09:31:51
327,Saint-Philippe,-21.3585,55.7679,87.8,62,0,10.36,RE,2021-02-07 09:31:39
328,Santa Rita Do Sapucai,-22.2522,-45.7033,63.0,88,48,2.01,BR,2021-02-07 09:35:48
329,Tromso,69.6496,18.957,28.4,86,40,11.5,NO,2021-02-07 09:35:48
330,Alice Springs,-23.7,133.8833,89.6,18,22,14.97,AU,2021-02-07 09:35:48
331,Longyearbyen,78.2186,15.6401,19.4,73,75,9.22,SJ,2021-02-07 09:32:19
332,Fengzhen,40.4394,113.1536,24.1,69,0,3.91,CN,2021-02-07 09:34:54
333,Saint-Louis,16.3333,-15.0,62.6,55,0,2.3,SN,2021-02-07 09:35:48
334,Balod,20.73,81.2047,83.71,15,2,7.58,IN,2021-02-07 09:34:24
335,Chuy,-33.6971,-53.4616,65.48,82,0,2.06,UY,2021-02-07 09:31:53
336,La Montanita,1.4766,-75.4398,72.97,90,99,1.23,CO,2021-02-07 09:35:49
337,Uddevalla,58.3478,11.9424,23.0,86,90,11.5,SE,2021-02-07 09:24:50
338,Kudahuvadhoo,2.6708,72.8944,82.0,75,65,15.82,MV,2021-02-07 09:31:44
339,Verkhnyaya Inta,65.9811,60.3094,-15.41,88,100,17.22,RU,2021-02-07 09:32:17
340,Tungor,53.3808,142.9564,7.12,94,100,20.24,RU,2021-02-07 09:35:49
341,Hamina,60.5697,27.1979,19.0,86,90,10.36,FI,2021-02-07 09:35:49
342,Batemans Bay,-35.7167,150.1833,68.0,79,62,4.0,AU,2021-02-07 09:35:50
343,Corrente,-3.7367,-43.3394,74.1,93,28,1.86,BR,2021-02-07 09:35:50
344,Ostrovnoy,68.0531,39.5131,8.08,89,100,12.93,RU,2021-02-07 09:31:29
345,Thompson,55.7435,-97.8558,-34.6,67,20,12.66,CA,2021-02-07 09:31:32
346,Turka,49.1541,23.0297,28.0,86,100,8.01,UA,2021-02-07 09:35:50
347,Ifakara,-8.1333,36.6833,83.55,69,97,3.02,TZ,2021-02-07 09:34:19
348,Ampanihy,-24.7,44.75,94.32,45,36,1.21,MG,2021-02-07 09:35:50
349,Los Llanos De Aridane,28.6585,-17.9182,60.8,67,20,5.75,ES,2021-02-07 09:31:27
350,Kargil,34.5667,76.1,16.39,74,0,0.29,IN,2021-02-07 09:35:50
351,Herat,34.5,62.0,69.8,18,0,2.3,AF,2021-02-07 09:34:07
352,Matale,7.4721,80.6234,82.49,62,92,6.76,LK,2021-02-07 09:35:51
353,Comodoro Rivadavia,-45.8667,-67.5,55.4,82,75,4.14,AR,2021-02-07 09:34:07
354,Fort Nelson,58.8053,-122.7002,-27.4,68,1,4.61,CA,2021-02-07 09:35:51
355,Harwich,51.9419,1.2844,32.0,90,100,24.0,GB,2021-02-07 09:35:51
356,Arlit,18.7369,7.3853,81.75,12,66,10.25,NE,2021-02-07 09:31:49
357,Ortigueira,-24.2083,-50.9494,59.05,96,28,2.51,BR,2021-02-07 09:35:51
358,Bulgan,48.8125,103.5347,11.14,89,4,2.64,MN,2021-02-07 09:34:13
359,Udachnyy,66.4167,112.4,-23.12,84,98,8.55,RU,2021-02-07 09:31:37
360,Pavino,59.1139,46.1414,-9.98,88,100,10.94,RU,2021-02-07 09:35:52
361,Farah,32.5,62.5,69.89,18,0,1.63,AF,2021-02-07 09:32:15
362,Uzhur,55.3036,89.8339,20.7,96,37,6.46,RU,2021-02-07 09:35:53
363,Tupik,54.4253,119.9327,-14.91,84,20,1.99,RU,2021-02-07 09:35:53
364,Kihurio,-4.4667,38.0667,85.62,55,60,8.12,TZ,2021-02-07 09:35:53
365,Newport,51.5877,-2.9984,39.0,82,93,23.31,GB,2021-02-07 09:34:16
366,Coolum Beach,-26.5333,153.1,79.0,94,99,5.93,AU,2021-02-07 09:30:09
367,Burgeo,47.6167,-57.6152,29.7,86,82,38.9,CA,2021-02-07 09:35:53
368,Sao Joao Da Barra,-21.6403,-41.0511,69.8,100,90,4.61,BR,2021-02-07 09:35:53
369,Miquelon,47.0975,-56.3814,33.19,84,99,44.98,PM,2021-02-07 09:35:53
370,Port Lincoln,-34.7333,135.8667,62.04,74,4,14.47,AU,2021-02-07 09:32:28
371,Krasnoselkup,65.7,82.4667,-3.32,92,100,17.36,RU,2021-02-07 09:31:45
372,Tindivanam,12.25,79.65,86.0,36,12,16.17,IN,2021-02-07 09:34:22
373,Ndele,8.4109,20.6473,86.77,13,9,9.13,CF,2021-02-07 09:35:54
374,Cesky Dub,50.6605,14.9962,25.0,98,100,3.62,CZ,2021-02-07 09:35:55
375,Ngaoundere,7.3167,13.5833,85.78,14,99,8.57,CM,2021-02-07 09:35:55
376,La Ronge,55.1001,-105.2842,-38.2,67,0,4.61,CA,2021-02-07 09:32:10
377,Chililabombwe,-12.3648,27.8229,72.75,88,90,9.6,ZM,2021-02-07 09:35:55
378,Adeje,28.1227,-16.726,64.0,63,20,6.91,ES,2021-02-07 09:35:55
379,Wolgast,54.05,13.7667,23.0,62,0,14.97,DE,2021-02-07 09:35:55
380,Mirpur Khas,25.5251,69.0159,86.4,12,0,5.28,PK,2021-02-07 09:34:29
381,Tigil,57.8,158.6667,31.33,93,79,25.46,RU,2021-02-07 09:32:14
382,Rio Gallegos,-51.6226,-69.2181,49.3,60,6,5.91,AR,2021-02-07 09:34:07
383,Kenai,60.5544,-151.2583,12.0,92,90,9.22,US,2021-02-07 09:31:56
384,Alekseyevsk,57.8406,108.3492,17.47,95,100,13.85,RU,2021-02-07 09:35:56
385,Portland,45.5234,-122.6762,44.6,87,90,5.75,US,2021-02-07 09:31:47
386,Kununurra,-15.7667,128.7333,86.0,84,75,5.75,AU,2021-02-07 09:32:43
387,Camapua,-19.5314,-54.0439,64.62,82,0,3.65,BR,2021-02-07 09:35:57
388,Beauceville,46.2179,-70.7787,6.8,78,0,2.3,CA,2021-02-07 09:35:57
389,Ola,59.5833,151.2833,13.44,89,100,23.49,RU,2021-02-07 09:32:08
390,Chilca,-12.5211,-76.7372,73.0,78,75,4.61,PE,2021-02-07 09:35:58
391,Teguldet,57.3064,88.1667,35.38,86,21,9.62,RU,2021-02-07 09:35:58
392,Pampa,35.5362,-100.9599,28.4,93,90,12.66,US,2021-02-07 09:35:06
393,Ilulissat,69.2167,-51.1,28.4,40,0,27.63,GL,2021-02-07 09:35:58
394,Torbay,47.6666,-52.7314,32.0,69,90,31.07,CA,2021-02-07 09:32:38
395,Khasan,42.4308,130.6434,15.48,87,9,8.08,RU,2021-02-07 09:35:59
396,Kotido,2.9806,34.1331,88.16,14,6,13.78,UG,2021-02-07 09:34:16
397,Souillac,-20.5167,57.5167,87.8,62,40,14.97,MU,2021-02-07 09:31:32
398,Linhares,-19.3911,-40.0722,74.28,92,99,1.5,BR,2021-02-07 09:35:59
399,Krasne,49.9145,24.6134,17.6,93,75,15.66,UA,2021-02-07 09:35:59
400,Cafarnaum,-11.6936,-41.4683,70.95,84,95,1.36,BR,2021-02-07 09:36:00
401,Nipawin,53.3668,-104.0009,-27.4,68,1,10.36,CA,2021-02-07 09:36:00
402,Atar,20.5169,-13.0499,59.0,23,0,17.27,MR,2021-02-07 09:31:47
403,Uni,57.7535,51.4923,-3.96,89,100,12.3,RU,2021-02-07 09:36:00
404,Mitu,1.1983,-70.1733,71.13,96,100,1.14,CO,2021-02-07 09:36:00
405,Mordovo,52.0834,40.77,0.28,90,23,12.8,RU,2021-02-07 09:36:00
406,Pacific Grove,36.6177,-121.9166,44.6,81,20,5.48,US,2021-02-07 09:36:01
407,Sakiai,54.9547,23.0358,3.2,78,20,3.44,LT,2021-02-07 09:36:01
408,Rumuruti,0.267,36.5389,74.01,44,94,4.47,KE,2021-02-07 09:34:12
409,Vila Velha,-20.3297,-40.2925,71.6,88,90,5.75,BR,2021-02-07 09:31:57
410,Poso,-1.3959,120.7524,81.66,72,100,0.58,ID,2021-02-07 09:36:02
411,Basoko,1.2391,23.616,90.97,25,41,3.96,CD,2021-02-07 09:36:02
412,Castle Rock,39.3722,-104.8561,34.0,56,0,1.99,US,2021-02-07 09:36:02
413,Touros,-5.1989,-35.4608,75.2,88,20,3.44,BR,2021-02-07 09:31:44
414,Tateyama,34.9833,139.8667,55.0,82,40,5.75,JP,2021-02-07 09:34:11
415,Ust-Maya,60.4167,134.5333,-30.8,82,11,2.75,RU,2021-02-07 09:36:02
416,Promyshlennaya,54.9159,85.6385,33.8,86,40,15.66,RU,2021-02-07 09:36:03
417,Yar-Sale,66.8333,70.8333,-13.41,89,100,24.99,RU,2021-02-07 09:32:15
418,Binghamton,42.0987,-75.918,19.4,45,1,6.91,US,2021-02-07 09:36:03
419,Christchurch,-43.5333,172.6333,62.01,88,20,14.97,NZ,2021-02-07 09:33:38
420,Meulaboh,4.1363,96.1285,85.03,67,85,6.02,ID,2021-02-07 09:35:24
421,Araouane,18.9048,-3.5265,67.75,26,93,19.35,ML,2021-02-07 09:36:03
422,Walvis Bay,-22.9575,14.5053,68.0,68,31,9.22,NA,2021-02-07 09:24:51
423,Solsona,41.994,1.5171,41.0,92,100,3.0,ES,2021-02-07 09:36:03
424,Broken Hill,-31.95,141.4333,78.8,31,0,14.97,AU,2021-02-07 09:31:43
425,Ranavav,21.6842,69.7408,84.2,21,0,13.8,IN,2021-02-07 09:36:04
426,Tezu,27.9167,96.1667,77.79,20,0,3.67,IN,2021-02-07 09:36:04
427,Yarada,17.65,83.2667,82.4,39,83,12.66,IN,2021-02-07 09:36:04
428,Miraflores,19.2167,-98.8083,55.4,47,1,2.48,MX,2021-02-07 09:36:04
429,Nabire,-3.3667,135.4833,79.41,80,100,1.88,ID,2021-02-07 09:35:24
430,Hope,33.6671,-93.5916,42.01,69,80,1.99,US,2021-02-07 09:36:04
431,Esmeraldas,-19.7625,-44.3139,68.0,94,75,5.75,BR,2021-02-07 09:34:10
432,Basco,20.4487,121.9702,74.19,87,100,24.11,PH,2021-02-07 09:32:07
433,Chanute,37.6792,-95.4572,17.6,79,90,10.36,US,2021-02-07 09:36:05
434,Chopovychi,50.8332,28.9533,12.9,85,80,5.91,UA,2021-02-07 09:36:05
435,Stillwater,36.1156,-97.0584,27.0,74,90,4.61,US,2021-02-07 09:35:04
436,Sarai Sidhu,30.5949,71.9698,73.4,38,0,4.61,PK,2021-02-07 09:34:28
437,Odweyne,9.4092,45.064,81.7,28,20,4.68,SO,2021-02-07 09:36:06
438,Ballina,-28.8667,153.5667,78.8,78,90,5.75,AU,2021-02-07 09:36:06
439,Itaituba,-4.2761,-55.9836,73.06,98,99,2.3,BR,2021-02-07 09:36:06
440,Tabou,4.423,-7.3528,83.48,74,98,4.5,CI,2021-02-07 09:36:06
441,Maniitsoq,65.4167,-52.9,31.08,79,0,26.19,GL,2021-02-07 09:36:06
442,Mokrousovo,55.8103,66.7653,8.65,93,100,23.17,RU,2021-02-07 09:36:07
443,Katherine,-14.4667,132.2667,73.4,100,75,5.75,AU,2021-02-07 09:36:07
444,Shubarshi,48.5872,57.1869,21.02,92,62,13.15,KZ,2021-02-07 09:36:07
445,Constitucion,-35.3333,-72.4167,55.62,91,20,5.23,CL,2021-02-07 09:31:38
446,Bend,44.0582,-121.3153,37.4,60,1,11.5,US,2021-02-07 09:34:17
447,Bagdarin,54.4333,113.6,-5.51,85,95,1.19,RU,2021-02-07 09:36:07
448,Vanavara,60.34,102.2797,20.21,97,100,7.99,RU,2021-02-07 09:36:07
449,Imbituba,-28.24,-48.6703,66.2,82,0,5.75,BR,2021-02-07 09:34:48
450,Imeni Stepana Razina,54.8932,44.2963,-2.16,89,100,14.34,RU,2021-02-07 09:36:08
451,Rajura,19.7833,79.3667,88.0,14,0,6.89,IN,2021-02-07 09:36:08
452,Goroka,-6.0834,145.3873,63.82,88,100,1.83,PG,2021-02-07 09:36:08
453,Keskin,39.6731,33.6136,55.0,48,70,1.01,TR,2021-02-07 09:34:52
454,Tricase,39.9304,18.3553,61.0,88,75,14.97,IT,2021-02-07 09:36:08
455,Lakes Entrance,-37.8811,147.981,64.0,65,10,12.82,AU,2021-02-07 09:36:08
456,Istok,42.7808,20.4875,50.0,76,75,1.72,XK,2021-02-07 09:36:08
457,Kahului,20.8947,-156.47,64.99,77,20,4.88,US,2021-02-07 09:31:46
458,Shenjiamen,29.9576,122.298,53.62,66,52,6.02,CN,2021-02-07 09:34:53
459,Norton,-17.8833,30.7,79.0,52,97,3.0,ZW,2021-02-07 09:36:09
460,Tilichiki,60.4667,166.1,13.42,89,100,14.79,RU,2021-02-07 09:36:09
461,Pyay,18.8167,95.2167,91.51,26,73,8.03,MM,2021-02-07 09:36:09
462,San Cristobal,7.7669,-72.225,66.6,84,95,2.77,VE,2021-02-07 09:31:53
463,Namatanai,-3.6667,152.4333,81.54,78,38,5.82,PG,2021-02-07 09:36:09
464,Carauari,-4.8828,-66.8958,73.6,98,100,2.24,BR,2021-02-07 09:36:09
465,Auka,14.9333,-83.8333,70.45,97,22,2.86,HN,2021-02-07 09:36:09
466,Bandipur,27.9333,84.4167,69.4,27,0,7.25,NP,2021-02-07 09:36:10
467,Haikou,20.0458,110.3417,75.2,69,0,13.42,CN,2021-02-07 09:34:08
468,Umm Lajj,25.0213,37.2685,77.74,26,0,12.1,SA,2021-02-07 09:31:55
469,Saint-Joseph,-21.3667,55.6167,87.8,62,0,10.36,RE,2021-02-07 09:31:54
470,Kibuye,-2.0597,29.3482,73.4,68,75,4.61,RW,2021-02-07 09:34:15
471,Borkenes,68.774,16.1739,30.99,96,100,15.99,NO,2021-02-07 09:36:10
472,Dawei,14.0833,98.2,84.45,54,0,8.55,MM,2021-02-07 09:31:44
473,Tevaitoa,-16.7833,-151.5,82.11,73,32,12.48,PF,2021-02-07 09:36:10
474,Kathu,7.9178,98.3332,87.8,66,20,5.75,TH,2021-02-07 09:31:29
475,Bam,29.106,58.357,76.55,13,0,3.36,IR,2021-02-07 09:24:49
476,Whitehaven,54.549,-3.5841,33.01,71,4,4.0,GB,2021-02-07 09:36:11
477,Campeche,19.0,-90.5,65.17,95,18,1.86,MX,2021-02-07 09:36:11
478,Ojinaga,29.5667,-104.4167,48.2,20,1,10.36,MX,2021-02-07 09:31:56
479,Saint Anthony,45.0205,-93.218,-11.2,70,1,5.75,US,2021-02-07 09:31:26
480,Gizo,-8.103,156.8419,83.97,71,99,3.65,SB,2021-02-07 09:36:12
481,Bilibino,68.0546,166.4372,-4.38,71,0,3.71,RU,2021-02-07 09:32:40
482,Kampot,10.6167,104.1833,84.2,65,20,8.05,KH,2021-02-07 09:36:12
483,Kuusamo,65.9667,29.1833,19.4,79,40,12.66,FI,2021-02-07 09:36:12
484,Mbaiki,3.8678,17.9892,94.64,12,3,6.46,CF,2021-02-07 09:35:27
485,Luanda,-8.8368,13.2343,82.4,74,75,3.44,AO,2021-02-07 09:34:30
486,Jonkoping,57.7814,14.1562,19.4,93,90,8.05,SE,2021-02-07 09:32:38
487,Pevek,69.7008,170.3133,-10.21,86,0,2.13,RU,2021-02-07 09:32:02
488,Atlantic City,39.3643,-74.4229,42.01,93,90,4.61,US,2021-02-07 09:36:13
489,Montelimar,44.5584,4.7509,46.99,85,100,6.04,FR,2021-02-07 09:36:13
490,Mpanda,-6.3655,31.0409,79.11,70,82,4.43,TZ,2021-02-07 09:36:13
491,Drumnadrochit,57.3344,-4.4799,32.0,74,90,9.22,GB,2021-02-07 09:36:13
492,Nowy Tomysl,52.3195,16.1284,21.0,58,90,14.97,PL,2021-02-07 09:34:39
493,Svetlyy,54.675,20.1347,12.0,85,40,2.24,RU,2021-02-07 09:35:21
494,Zile,40.3031,35.8864,55.4,41,40,3.44,TR,2021-02-07 09:34:52
495,Muli,2.9167,73.5667,81.97,74,50,16.62,MV,2021-02-07 09:36:14
496,Vung Tau,10.346,107.0843,78.84,77,30,15.64,VN,2021-02-07 09:34:59
497,Srednekolymsk,67.45,153.6833,-9.08,85,100,5.3,RU,2021-02-07 09:31:25
498,Klaksvik,62.2266,-6.589,35.6,64,75,18.41,FO,2021-02-07 09:31:27
499,Nouadhibou,20.931,-17.0347,60.8,72,0,18.41,MR,2021-02-07 09:35:14
500,Misratah,32.3754,15.0925,70.9,27,100,14.12,LY,2021-02-07 09:36:14
501,San Felipe,10.3399,-68.7425,68.97,91,100,3.27,VE,2021-02-07 09:36:14
502,Mongu,-15.2484,23.1274,82.47,63,95,7.7,ZM,2021-02-07 09:32:41
503,Staryy Nadym,65.6118,72.6842,-4.61,92,100,22.95,RU,2021-02-07 09:36:15
504,Portree,57.4129,-6.1942,32.0,79,45,3.0,GB,2021-02-07 09:36:15
505,Manjacaze,-24.7117,33.8828,90.1,45,88,5.46,MZ,2021-02-07 09:35:27
506,Hualmay,-11.0964,-77.6139,70.18,77,100,2.15,PE,2021-02-07 09:31:51
507,Grindavik,63.8424,-22.4338,33.8,60,20,16.11,IS,2021-02-07 09:31:55
508,Kalakamati,-20.5929,27.3121,80.6,69,75,8.05,BW,2021-02-07 09:36:15
509,Orsta,62.2029,6.1272,21.99,68,0,7.0,NO,2021-02-07 09:36:15
510,Whitehorse,60.7161,-135.0538,-11.2,77,75,4.61,CA,2021-02-07 09:31:46
511,Ossora,59.2353,163.0719,24.94,96,100,39.5,RU,2021-02-07 09:36:16
512,Port Blair,11.6667,92.75,82.58,67,26,10.71,IN,2021-02-07 09:31:42
513,Behbahan,30.5959,50.2417,68.0,60,75,13.8,IR,2021-02-07 09:34:28
514,Vanimo,-2.6741,141.3028,78.69,84,100,4.32,PG,2021-02-07 09:32:39
515,Gornyy,55.1153,83.9059,33.12,95,99,20.98,RU,2021-02-07 09:36:16
516,Manthani,18.65,79.6667,89.22,18,39,7.34,IN,2021-02-07 09:32:20
517,Fourmies,50.0153,4.0478,34.0,98,100,1.01,FR,2021-02-07 09:36:16
518,Miracema Do Tocantins,-9.5618,-48.3967,72.36,92,100,3.27,BR,2021-02-07 09:36:17
519,Bouca,6.5105,18.2733,93.87,11,32,6.8,CF,2021-02-07 09:36:17
520,Itarema,-2.9248,-39.9167,77.36,85,14,8.46,BR,2021-02-07 09:32:19
521,Darab,28.7519,54.5444,64.69,33,39,13.29,IR,2021-02-07 09:36:18
522,Lure,47.75,6.5,42.8,93,75,6.91,FR,2021-02-07 09:36:18
523,Chicama,-7.8447,-79.1469,71.76,68,97,3.13,PE,2021-02-07 09:32:09
524,Muleba,-1.8397,31.6544,78.8,65,75,5.75,TZ,2021-02-07 09:36:18
525,Leshukonskoye,64.8989,45.7622,-13.14,86,98,10.96,RU,2021-02-07 09:36:18
526,Brae,60.3964,-1.353,33.8,55,75,14.97,GB,2021-02-07 09:36:18
527,Maningrida,-12.0667,134.2667,79.99,81,100,11.12,AU,2021-02-07 09:36:18
528,Oni,42.5794,43.4425,41.16,75,100,3.83,GE,2021-02-07 09:36:19
529,Roma,43.2128,-75.4557,10.4,67,1,10.36,US,2021-02-07 09:34:05
530,Taywarah,33.35,64.4167,48.83,38,0,7.9,AF,2021-02-07 09:36:19
531,Ajdabiya,30.7554,20.2263,69.31,31,100,16.02,LY,2021-02-07 09:34:50
532,Hazorasp,41.3194,61.0742,53.6,66,0,11.5,UZ,2021-02-07 09:34:20
533,Moroto,2.5345,34.6666,85.05,19,1,11.43,UG,2021-02-07 09:36:20
534,Aasiaat,68.7098,-52.8699,20.64,87,0,19.33,GL,2021-02-07 09:36:20
535,Taoudenni,22.6783,-3.9836,65.3,27,7,13.69,ML,2021-02-07 09:36:20
536,Bayangol,50.6977,103.4656,5.43,91,4,2.08,RU,2021-02-07 09:36:20
537,Seoul,37.5683,126.9778,41.0,25,0,13.8,KR,2021-02-07 09:26:49
538,Cockburn Town,21.4612,-71.1419,77.43,79,82,21.5,TC,2021-02-07 09:36:20
539,Luganville,-15.5333,167.1667,79.47,72,51,6.82,VU,2021-02-07 09:36:20
540,Senneterre,48.3835,-77.2328,6.8,92,90,8.05,CA,2021-02-07 09:36:21
541,Kargopol,61.5071,38.9456,-6.25,88,19,8.68,RU,2021-02-07 09:36:21
542,Ribeira Brava,32.65,-17.0667,59.0,81,85,4.0,PT,2021-02-07 09:31:37
543,Ugoofaaru,5.6667,73.0,81.95,73,72,11.1,MV,2021-02-07 09:36:22
544,Malumfashi,11.7853,7.6218,79.61,15,16,11.56,NG,2021-02-07 09:36:22
545,Ewa Beach,21.3156,-158.0072,66.2,68,1,5.75,US,2021-02-07 09:36:22
546,Kearney,40.6995,-99.0815,5.0,92,90,11.5,US,2021-02-07 09:35:03
547,Huarmey,-10.0681,-78.1522,70.93,73,100,3.13,PE,2021-02-07 09:32:20
548,Saint George,37.1041,-113.5841,37.4,44,1,2.48,US,2021-02-07 09:32:03
549,Deniliquin,-35.5333,144.9667,66.0,53,38,3.0,AU,2021-02-07 09:34:37
550,Dalianwan,39.0286,121.695,28.4,37,0,11.18,CN,2021-02-07 09:34:52
551,Marystown,47.1666,-55.1483,32.0,88,84,32.93,CA,2021-02-07 09:36:23
552,Leh,34.1667,77.5833,23.18,69,0,1.21,IN,2021-02-07 09:31:41
553,Dauphin,51.1494,-100.0502,-29.2,62,1,10.36,CA,2021-02-07 09:36:23
554,Cedral,23.8,-100.7333,53.49,85,28,10.8,MX,2021-02-07 09:36:23
555,Powell River,49.8496,-124.5361,39.2,65,1,11.5,CA,2021-02-07 09:36:24
556,Cayenne,4.9333,-52.3333,77.0,100,75,1.14,GF,2021-02-07 09:31:42
557,Galesong,-5.3166,119.3661,86.0,70,20,6.91,ID,2021-02-07 09:31:36
558,Ubinskoye,55.3068,79.6802,21.36,94,83,23.24,RU,2021-02-07 09:36:24
559,Glenwood Springs,39.5505,-107.3248,28.0,67,90,6.89,US,2021-02-07 09:36:25
560,Hobyo,5.3505,48.5268,83.08,59,6,19.53,SO,2021-02-07 09:36:25
561,Teguise,29.0605,-13.564,60.8,72,75,4.61,ES,2021-02-07 09:36:25
562,Mehamn,71.0357,27.8492,23.65,93,100,20.13,NO,2021-02-07 09:32:22
563,Bontang,0.1333,117.5,82.18,76,100,6.11,ID,2021-02-07 09:36:25
564,Quipapa,-8.8278,-36.0117,73.27,79,91,6.96,BR,2021-02-07 09:36:25
565,Kodinsk,58.6881,99.1844,27.75,97,98,5.17,RU,2021-02-07 09:35:18
566,Luderitz,-26.6481,15.1594,81.79,34,0,27.31,NA,2021-02-07 09:32:16
567,Codrington,-38.2667,141.9667,55.96,74,27,11.41,AU,2021-02-07 09:32:29
568,Makushino,55.2103,67.2442,7.59,91,100,24.83,RU,2021-02-07 09:36:26
569,Vaini,-21.2,-175.2,78.8,94,75,10.36,TO,
570,Nishihara,26.1842,127.7558,66.2,52,20,8.05,JP,
571,Rikitea,-23.1203,-134.9692,77.11,74,49,11.3,PF,
572,Ushuaia,-54.8,-68.3,44.6,76,40,9.22,AR,
573,Hermanus,-34.4187,19.2345,69.01,81,99,3.0,ZA,
574,Mount Isa,-20.7333,139.5,82.4,74,100,9.22,AU,
575,Antalaha,-14.9003,50.2788,84.94,63,47,7.4,MG,
576,Honiara,-9.4333,159.95,78.78,82,100,6.44,SB,
577,West Wendover,40.7391,-114.0733,48.2,20,1,12.66,US,
578,Yantal,56.8471,105.2542,22.15,95,100,10.11,RU,
579,Punta Arenas,-53.15,-70.9167,42.8,87,0,5.75,CL,
580,Kapaa,22.0752,-159.319,62.6,77,90,8.05,US,
581,Taksimo,56.3444,114.8794,-8.07,85,100,1.23,RU,
582,Mlonggo,-6.5333,110.7,80.6,89,75,9.22,ID,
583,Asau,46.4333,26.4,28.99,74,98,4.52,RO,
584,Methoni,36.8197,21.7049,62.6,67,20,11.48,GR,
585,Clyde River,70.4692,-68.5914,-4.0,92,90,2.3,CA,
586,Cape Town,-33.9258,18.4232,73.4,53,20,21.85,ZA,
587,Goderich,43.7501,-81.7165,19.4,79,100,13.8,CA,
588,Fare,-16.7,-151.0167,81.77,76,15,12.88,PF,
589,Busselton,-33.65,115.3333,62.01,93,100,3.0,AU,
590,Leningradskiy,69.3833,178.4167,-11.61,72,11,4.72,RU,
591,Bluff,-46.6,168.3333,57.06,89,88,6.6,NZ,
592,Mataura,-46.1927,168.8643,56.1,92,58,2.59,NZ,
593,Puerto Ayora,-0.7393,-90.3518,75.99,96,43,1.99,EC,
594,Albany,42.6001,-73.9662,19.0,55,100,0.87,US,
595,Bethel,41.3712,-73.414,28.0,79,1,3.42,US,
596,Brooks,50.5834,-111.8851,-13.0,84,100,5.75,CA,
