WeatherPy_Database.csv,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
597,Teya,60.3778,92.6267,32.38,95,100,7.92,RU,
598,Araucaria,-25.5931,-49.4103,61.0,100,75,4.61,BR,
599,Dubrovka,53.6907,33.5071,6.8,72,20,11.18,RU,
600,Enumclaw,47.2043,-121.9915,44.01,80,100,11.01,US,
601,Hobart,-42.8794,147.3294,59.0,47,20,16.11,AU,
602,Oriximina,-1.7656,-55.8661,74.86,91,100,1.97,BR,
603,Carnarvon,-24.8667,113.6333,86.0,100,40,11.5,AU,
604,Radchenko,56.6803,36.3718,8.98,93,98,11.14,RU,
605,Lenauheim,45.8719,20.7994,54.0,100,0,9.22,RO,
606,Alofi,-19.0595,-169.9187,78.8,94,100,4.61,NU,
607,Victoria,22.2855,114.1577,78.01,36,0,10.36,HK,
608,Henties Bay,-22.116,14.2845,66.99,87,90,5.99,NA,
609,Jamestown,42.097,-79.2353,17.6,53,75,4.61,US,
610,Jetalsar,21.7,70.5833,86.0,22,0,7.36,IN,
611,Sokolo,14.7328,-6.1219,75.45,21,100,19.51,ML,
612,San Patricio,28.017,-97.5169,55.4,71,1,4.61,US,
613,East London,-33.0153,27.9116,77.0,65,20,11.5,ZA,
614,Shush,32.1942,48.2436,64.67,66,100,9.69,IR,
615,Maldonado,-34.6667,-54.9167,63.0,100,20,2.3,UY,
616,Bambous Virieux,-20.3428,57.7575,87.8,62,40,14.97,MU,
617,Imeni Poliny Osipenko,52.4201,136.4853,3.99,92,100,12.48,RU,
618,Cozumel,20.5083,-86.9458,78.01,92,62,10.98,MX,
619,Arraial Do Cabo,-22.9661,-42.0278,73.4,83,75,6.91,BR,
620,Lebu,-37.6167,-73.65,56.79,93,75,3.65,CL,
621,Flin Flon,54.7682,-101.865,-37.26,79,19,8.14,CA,
622,Svetlaya,46.5389,138.3297,4.98,86,45,11.01,RU,
623,Paragould,36.0584,-90.4973,30.2,80,90,9.22,US,
624,Nanortalik,60.1432,-45.2371,32.23,89,67,4.09,GL,
625,Nhulunbuy,-12.2333,136.7667,78.8,89,95,9.22,AU,
626,Parga,39.2831,20.3964,60.8,82,20,9.22,GR,
627,Komsomolskiy,40.4272,71.7189,53.6,37,83,6.91,UZ,
628,Fairfield,41.2668,-73.3162,32.0,69,1,5.75,US,
629,Lorengau,-2.0226,147.2712,82.33,80,81,6.93,PG,
630,Hilo,19.7297,-155.09,68.0,73,75,4.61,US,
631,Mar Del Plata,-38.0023,-57.5575,66.0,82,75,5.75,AR,
632,Neftcala,39.3742,49.2472,60.71,40,0,12.15,AZ,
633,Dikson,73.5069,80.5464,-27.11,87,91,9.6,RU,
634,Yellowknife,62.456,-114.3525,-45.99,73,1,4.61,CA,
635,Mount Gambier,-37.8333,140.7667,60.8,63,90,16.11,AU,
636,Port Hedland,-20.3167,118.5667,87.8,58,0,17.27,AU,
637,Severo-Kurilsk,50.6789,156.125,23.41,93,100,27.07,RU,
638,Mogadishu,2.0371,45.3438,84.2,58,40,20.71,SO,
639,Tuktoyaktuk,69.4541,-133.0374,-15.59,87,100,16.69,CA,
640,Belmonte,-15.8631,-38.8828,77.0,88,75,5.75,BR,
641,Lavrentiya,65.5833,-171.0,-12.46,78,0,4.68,RU,
642,Hun,29.1268,15.9477,77.54,16,100,17.27,LY,
643,Quatre Cocos,-20.2078,57.7625,87.8,62,40,14.97,MU,
644,Ribeira Grande,38.5167,-28.7,60.8,88,20,12.66,PT,
645,Nara,34.6851,135.8049,53.6,54,40,11.5,JP,
646,Sao Filipe,14.8961,-24.4956,69.19,71,19,14.74,CV,
647,Simpang,-1.2667,104.0833,83.25,68,100,7.18,ID,
648,Barrow,71.2906,-156.7887,-7.6,77,75,12.66,US,
649,Husavik,66.0449,-17.3389,33.8,75,75,3.44,IS,
650,Georgetown,5.4112,100.3354,89.6,58,20,10.36,MY,
651,Atuona,-9.8,-139.0333,79.32,76,70,21.85,PF,
652,Eshowe,-28.8865,31.4699,82.36,66,62,11.77,ZA,
653,Saskylakh,71.9167,114.0833,-38.94,78,25,11.12,RU,
654,Avarua,-21.2078,-159.775,78.8,83,6,3.44,CK,
655,Tabas,33.5959,56.9244,69.8,14,0,2.3,IR,
656,Corinto,37.9407,22.9573,63.0,49,75,1.99,GR,
657,Nikolskoye,59.7035,30.7861,14.0,85,75,15.66,RU,
658,Khatanga,71.9667,102.5,-31.59,79,0,8.55,RU,
659,Vao,-22.6667,167.4833,77.95,87,0,11.18,NC,
660,Marawi,7.9986,124.2928,78.01,91,100,1.01,PH,
661,Port Elizabeth,-33.918,25.5701,78.8,61,40,24.16,ZA,
662,Nehe,48.4833,124.8333,-4.81,88,0,5.32,CN,
663,Baft,29.234,56.6057,53.8,34,56,9.1,IR,
664,Narsaq,60.9167,-46.05,41.0,30,75,44.87,GL,
665,Patti,31.2808,74.8572,71.6,52,0,6.91,IN,
666,Ust-Kuyga,70.0167,135.6,-29.31,82,32,4.76,RU,
667,Haines Junction,60.7522,-137.5108,-18.4,69,95,1.14,CA,
668,Perdoes,-21.0908,-45.0914,62.08,89,100,5.46,BR,
669,Ponta Do Sol,32.6667,-17.1,59.0,63,88,1.01,PT,
670,Okha,53.5739,142.9478,7.29,94,100,20.07,RU,
671,Muros,42.7762,-9.0603,44.01,94,100,1.01,ES,
672,Qostanay,53.1667,63.5833,10.4,67,0,35.79,KZ,
673,Isangel,-19.55,169.2667,79.43,76,75,4.41,VU,
674,Tucuman,-26.8241,-65.2226,66.2,88,0,5.75,AR,
675,Ambilobe,-13.2,49.05,87.3,65,99,5.61,MG,
676,Bredasdorp,-34.5322,20.0403,69.8,64,100,8.05,ZA,
677,Huangzhou,30.45,114.8,50.0,100,90,4.47,CN,
678,Aklavik,68.2191,-135.0107,-13.0,77,100,5.75,CA,
679,Berlevag,70.8578,29.0864,24.15,93,100,21.16,NO,
680,Athabasca,54.7169,-113.2854,-40.0,66,0,2.3,CA,
681,Port Alfred,-33.5906,26.891,75.99,76,41,5.01,ZA,
682,Terrak,65.087,12.3715,24.8,68,0,4.61,NO,
683,Olawa,50.9466,17.2926,21.99,81,100,5.01,PL,
684,Yeppoon,-23.1333,150.7333,87.8,58,95,12.66,AU,
685,Monster,52.0258,4.175,26.01,93,75,25.32,NL,
686,Ossipee,43.6854,-71.1167,15.01,76,92,2.3,US,
687,Kodiak,57.79,-152.4072,23.0,68,1,6.91,US,
688,Bonavista,48.6499,-53.1147,32.0,74,0,11.5,CA,
689,Salamiyah,35.0113,37.0532,64.56,47,0,11.72,SY,
690,Ayan,56.45,138.1667,-3.41,80,100,19.71,RU,
691,Beringovskiy,63.05,179.3167,-6.97,91,99,12.91,RU,
692,Starokozache,46.3372,29.9853,28.0,86,90,11.18,UA,
693,Nelson Bay,-32.7167,152.15,73.4,83,0,10.36,AU,
694,Inhambane,-23.865,35.3833,89.6,58,40,4.61,MZ,
695,New Norfolk,-42.7826,147.0587,57.99,54,4,1.01,AU,
696,Nome,64.5011,-165.4064,10.4,85,90,3.49,US,
697,Hofn,64.2539,-15.2082,34.14,90,100,16.33,IS,
698,Bengkulu,-3.8004,102.2655,85.26,68,100,12.3,ID,
699,Mahebourg,-20.4081,57.7,87.8,62,40,14.97,MU,
700,Wachtersbach,50.2551,9.2956,37.0,93,100,10.94,DE,
701,Grand Gaube,-20.0064,57.6608,84.99,72,44,10.0,MU,
702,Chokurdakh,70.6333,147.9167,-27.78,84,0,4.74,RU,
703,Pisco,-13.7,-76.2167,71.6,83,100,0.87,PE,
704,Akyab,20.15,92.9,81.27,41,0,21.21,MM,
705,Bonnyville,54.2668,-110.735,-32.8,75,1,2.51,CA,
706,Bathsheba,13.2167,-59.5167,78.8,69,75,20.71,BB,
707,Kloulklubed,7.0419,134.2556,80.6,89,90,6.91,PW,
708,Eyl,7.9803,49.8164,85.28,47,35,19.13,SO,
709,Bakchar,57.0186,82.0711,32.72,94,95,17.83,RU,
710,Sao Jose Da Coroa Grande,-8.8978,-35.1478,80.13,76,43,8.86,BR,
711,Tasiilaq,65.6145,-37.6368,32.0,55,20,17.27,GL,
712,Cabo San Lucas,22.8909,-109.9124,57.99,72,53,4.18,MX,
713,Valparaiso,-33.0393,-71.6273,60.8,88,90,3.44,CL,
714,Unguia,8.0434,-77.0945,75.61,89,100,1.66,CO,
715,Gambissara,13.2382,-14.3108,77.38,19,4,12.41,SN,
716,Xingyi,24.1877,102.817,50.16,92,100,2.3,CN,
717,Priladozhskiy,59.85,31.4833,14.0,48,100,10.83,RU,
718,Cidreira,-30.1811,-50.2056,67.19,79,0,10.89,BR,
719,Vardo,70.3705,31.1107,25.32,93,100,25.19,NO,
720,Ketchikan,55.3422,-131.6461,32.0,74,1,14.97,US,
721,Padang,-0.9492,100.3543,91.4,55,20,8.05,ID,
722,Olafsvik,64.8945,-23.7142,33.33,85,0,14.38,IS,
723,Vila Franca Do Campo,37.7167,-25.4333,60.01,94,75,24.16,PT,
724,Kampene,-3.6,26.6667,81.45,79,62,2.06,CD,
725,Saint-Pierre,-21.3393,55.4781,87.8,62,0,10.36,RE,
726,Kawalu,-7.3817,108.2082,75.85,88,96,1.48,ID,
727,Beaverlodge,55.2166,-119.4361,-41.8,66,75,5.75,CA,
728,Ulaangom,49.9811,92.0667,-1.28,91,95,0.74,MN,
729,Saint-Augustin,51.226,-58.6502,26.04,95,100,19.01,CA,
730,Coihaique,-45.5752,-72.0662,50.0,76,0,3.44,CL,
731,Qaanaaq,77.484,-69.3632,10.24,90,100,1.92,GL,
732,Gigmoto,13.7796,124.39,79.41,84,83,13.29,PH,
733,Katsuura,35.1333,140.3,53.6,82,40,5.75,JP,
734,Upernavik,72.7868,-56.1549,21.7,80,100,6.31,GL,
735,Norman Wells,65.282,-126.8329,-20.2,76,75,16.11,CA,
736,Acheng,45.5454,126.977,3.2,72,0,6.71,CN,
737,Talnakh,69.4865,88.3972,-27.83,71,0,2.89,RU,
738,Dingle,10.9995,122.6711,77.38,88,49,10.33,PH,
739,Ponta Delgada,37.7333,-25.6667,60.01,94,75,24.16,PT,
740,Butaritari,3.0707,172.7902,81.37,81,57,18.43,KI,
741,Kutum,14.2,24.6667,71.55,20,24,14.81,SD,
742,Hithadhoo,-0.6,73.0833,82.74,70,60,10.94,MV,
743,Tarifa,36.0139,-5.607,55.4,82,20,20.71,ES,
744,Reconquista,-29.15,-59.65,62.33,74,0,5.23,AR,
745,Manta,-0.95,-80.7333,77.0,88,90,4.61,EC,
746,Avera,33.194,-82.5271,39.2,94,90,4.61,US,
747,Dandong,40.1292,124.3947,20.75,84,0,15.48,CN,
748,Bambui,-20.0064,-45.9769,68.41,90,79,2.26,BR,
749,Goure,13.9835,10.2704,75.99,15,51,8.01,NE,
750,Xam Nua,20.4197,104.0439,71.94,63,69,3.4,LA,
751,Savannah Bight,16.45,-85.85,79.0,90,0,3.0,HN,
752,College,64.8569,-147.8028,-4.0,71,75,2.21,US,
753,Eregli,37.5133,34.0467,61.81,29,0,3.04,TR,
754,Akdepe,42.0551,59.3788,53.6,66,0,11.5,TM,
755,Kaitangata,-46.2817,169.8464,61.0,90,31,3.0,NZ,
756,Nemuro,43.3236,145.575,17.6,73,75,6.91,JP,
757,Selishche,56.8879,33.2691,9.82,94,100,10.02,RU,
758,Luzhou,28.8724,105.4405,65.66,39,83,3.98,CN,
759,Lompoc,34.6391,-120.4579,55.0,100,90,4.61,US,
760,Gohpur,26.8833,93.6333,80.6,41,20,3.44,IN,
761,Geraldton,-28.7667,114.6,73.4,73,75,19.57,AU,
762,Weligama,5.9667,80.4167,84.51,68,41,3.51,LK,
763,Salalah,17.0151,54.0924,78.8,53,75,11.5,OM,
764,Kamiiso,41.8167,140.65,24.8,58,40,19.57,JP,
765,Flinders,-34.5833,150.8552,72.0,76,33,1.01,AU,
766,Ilhabela,-23.7781,-45.3581,72.88,80,52,3.18,BR,
767,Kihei,20.785,-156.4656,64.99,77,20,5.19,US,
768,Bubaque,11.2833,-15.8333,74.91,49,25,18.81,GW,
769,Sitka,57.0531,-135.33,28.4,74,75,4.61,US,
770,Wakkanai,45.4094,141.6739,6.8,85,20,4.61,JP,
771,Kosa,59.9445,54.9977,-8.1,89,100,8.37,RU,
772,Yerbogachen,61.2767,108.0108,12.92,96,100,7.63,RU,
773,Bedesa,8.9,40.7833,67.66,54,88,4.07,ET,
774,Surt,31.2089,16.5887,72.72,26,100,15.99,LY,
775,Faanui,-16.4833,-151.75,82.04,73,23,11.83,PF,
776,Naze,28.3667,129.4833,60.8,67,20,4.61,JP,
777,Rio Grande,-32.035,-52.0986,66.0,97,4,6.02,BR,
778,Hami,42.8,93.45,42.91,53,0,4.38,CN,
779,Ust-Ilimsk,58.0006,102.6619,26.76,97,100,7.67,RU,
780,Provideniya,64.3833,-173.3,-4.22,79,0,13.29,RU,
781,Beloha,-25.1667,45.05,89.28,54,74,7.85,MG,
782,Hokitika,-42.7167,170.9667,58.77,85,0,2.06,NZ,
783,Petrolina,-9.3986,-40.5008,77.0,78,0,3.44,BR,
784,Shimorskoye,55.3244,42.0267,1.27,90,99,11.32,RU,
785,Serov,59.6033,60.5787,-8.95,91,100,5.77,RU,
786,Eastbourne,50.7687,0.2845,34.0,93,100,4.0,GB,
787,Awjilah,29.1081,21.2869,74.86,22,60,13.67,LY,
788,Milkovo,54.7167,158.6167,22.93,96,100,6.13,RU,
789,Broome,42.2506,-75.833,19.4,45,1,6.91,US,
790,China,25.7,-99.2333,58.1,37,0,3.04,MX,
791,Sambava,-14.2667,50.1667,85.03,64,72,8.32,MG,
792,Ancud,-41.8697,-73.8203,51.01,81,0,3.44,CL,
793,Anadyr,64.75,177.4833,-7.01,71,0,4.47,RU,
794,Fortuna,40.5982,-124.1573,46.99,100,90,4.34,US,
795,Mandalgovi,45.7625,106.2708,16.34,80,0,9.35,MN,
796,Esmeralda,21.8525,-78.1169,69.8,100,0,4.61,CU,
797,Hammerfest,70.6634,23.6821,24.8,86,75,20.71,NO,
798,Elesbao Veloso,-6.2019,-42.1403,75.11,79,77,1.52,BR,
799,Sistranda,63.7256,8.834,21.2,93,40,9.22,NO,
800,Glendive,47.1053,-104.7125,-9.4,70,90,16.11,US,
801,Rawson,-43.3002,-65.1023,57.16,64,100,11.81,AR,
802,Kavieng,-2.5744,150.7967,83.59,75,50,8.52,PG,
803,Brownsville,25.9018,-97.4975,55.4,94,90,3.44,US,
804,Casa Nova,-9.4167,-41.1333,77.0,78,0,3.44,BR,
805,Yulara,-25.2406,130.9889,96.8,15,0,12.66,AU,
806,Marzuq,14.4,46.4667,78.22,22,50,8.46,YE,
807,Cabatuan,10.8794,122.486,77.45,86,45,12.86,PH,
808,Klyuchi,52.2667,79.1667,27.09,93,34,18.61,RU,
809,Guerrero Negro,27.9769,-114.0611,56.44,71,1,2.57,MX,
810,Desbiens,48.4178,-71.9495,14.0,72,20,6.91,CA,
811,Westport,41.1415,-73.3579,33.01,69,1,5.75,US,
812,Kousseri,12.0769,15.0306,80.6,12,31,11.5,CM,
813,Tyup,42.7276,78.3648,36.66,79,93,3.47,KG,
814,Tiksi,71.6872,128.8694,-26.77,84,100,6.6,RU,
815,Eydhafushi,5.1033,73.0708,81.63,75,19,12.75,MV,
816,Emerald,-23.5333,148.1667,84.99,89,96,6.91,AU,
817,Mana,5.6592,-53.7767,76.08,89,99,10.69,GF,
818,Vytegra,61.0064,36.4481,-0.38,88,17,8.14,RU,
819,Airai,-8.9266,125.4092,63.82,100,98,1.36,TL,
820,Tongren,27.7172,109.1853,57.02,81,100,4.83,CN,
821,Sinnamary,5.3833,-52.95,77.05,87,98,13.51,GF,
822,Tuatapere,-46.1333,167.6833,55.65,87,79,3.0,NZ,
823,Sabla,12.7525,4.7077,85.93,13,51,15.41,NG,
824,Hasaki,35.7333,140.8333,54.0,47,20,4.61,JP,
825,Zapolyarnyy,69.4154,30.8136,23.0,86,40,16.11,RU,
826,Baykit,61.67,96.37,24.64,95,100,3.71,RU,
827,Te Anau,-45.4167,167.7167,56.79,74,81,4.25,NZ,
828,Esperance,-33.8667,121.9,66.2,72,90,17.27,AU,
829,Erzin,36.9559,36.2,66.2,68,20,12.66,TR,
830,Yendi,9.4427,-0.0099,91.26,43,87,5.68,GH,
831,Cadillac,44.2519,-85.4012,-0.4,85,40,4.61,US,
832,Zhangye,38.9342,100.4517,41.77,45,43,2.06,CN,
833,Fallon,39.4735,-118.7774,39.99,69,1,8.05,US,
834,Gushi,34.6425,109.5843,55.51,34,89,5.61,CN,
835,Ludvika,60.1496,15.1878,16.0,79,13,8.05,SE,
836,Saly,47.95,20.6667,32.94,90,100,8.97,HU,
837,Cao Bang,22.6667,106.25,78.93,47,19,5.64,VN,
838,Sungaipenuh,-2.0833,101.3833,74.89,71,96,3.89,ID,
839,Coruripe,-10.1256,-36.1756,79.41,77,94,11.81,BR,
840,Totness,5.8833,-56.3167,75.43,90,74,10.0,SR,
841,Noumea,-22.2763,166.4572,80.01,94,90,3.44,NC,
842,Saldanha,-33.0117,17.9442,77.0,50,39,17.27,ZA,
843,Lima,-12.0432,-77.0282,73.0,78,75,4.61,PE,
844,Namibe,-15.1961,12.1522,73.4,73,75,9.71,AO,
845,Sillod,20.3,75.65,82.4,26,2,2.3,IN,
846,Tazovskiy,67.4667,78.7,-18.45,86,100,16.84,RU,
847,Ujjain,23.1833,75.7667,71.6,17,0,4.61,IN,
848,Kruisfontein,-34.0033,24.7314,80.01,58,0,8.99,ZA,
849,Iqaluit,63.7506,-68.5145,24.8,54,1,14.97,CA,
850,Vallenar,-28.5708,-70.7581,55.6,83,0,1.43,CL,
851,Cotonou,6.3654,2.4183,84.2,84,40,3.44,BJ,
852,Marrakesh,31.6315,-8.0083,51.8,76,75,3.44,MA,
853,High Level,58.5169,-117.136,-40.0,67,1,3.44,CA,
854,Mehendiganj,22.8167,90.5333,77.77,34,29,9.86,BD,
855,Buchanan,5.8808,-10.0467,77.0,94,40,3.44,LR,
856,Cherskiy,68.75,161.3,-2.74,79,0,4.63,RU,
857,Coquimbo,-29.9533,-71.3436,55.4,88,20,2.3,CL,
858,Marakkanam,12.2,79.95,80.92,55,10,19.04,IN,
859,Zhigansk,66.7697,123.3711,-29.27,82,100,15.73,RU,
860,Kirakira,-10.4544,161.9205,79.14,82,100,7.47,SB,
861,Pochutla,15.7432,-96.4661,73.99,89,2,3.94,MX,
862,Pringsewu,-5.3582,104.9744,81.03,86,100,0.81,ID,
863,Waddan,29.1614,16.139,77.41,16,100,16.13,LY,
864,Shache,38.4167,77.2406,50.23,38,7,10.71,CN,
865,Batabano,22.7164,-82.2881,73.4,100,20,4.61,CU,
866,Hamilton,39.1834,-84.5333,21.2,79,90,9.22,US,
867,Ahipara,-35.1667,173.1667,61.43,83,66,5.77,NZ,
868,Mussomeli,37.5778,13.7513,63.0,53,85,1.01,IT,
869,Miyako,39.6367,141.9525,33.42,87,9,7.34,JP,
870,Abbeville,50.1,1.8333,32.0,85,93,8.48,FR,
871,Bayevo,53.2833,80.7667,26.65,93,44,20.85,RU,
872,Kavaratti,10.5669,72.642,81.95,63,2,7.78,IN,
873,Oktyabrskiy,54.4815,53.471,-3.06,88,100,14.7,RU,
874,Ledyard,41.4398,-72.0142,33.01,74,1,4.61,US,
875,Mbeya,-8.9,33.45,72.39,79,61,3.27,TZ,
876,Mayumba,-3.432,10.6554,80.69,81,84,1.3,GA,
877,Mercedes,-34.6515,-59.4307,62.01,92,0,5.79,AR,
878,Polgardi,47.061,18.302,44.6,81,0,9.22,HU,
879,Verkhnevilyuysk,63.4453,120.3167,-19.8,87,67,6.53,RU,
880,Barrhead,55.7992,-4.3929,34.0,80,90,14.97,GB,
881,Bihoro,43.8228,144.1044,14.0,79,75,6.91,JP,
882,Nurota,40.5614,65.6886,57.2,62,100,6.91,UZ,
883,Castro,-24.7911,-50.0119,54.95,97,45,3.6,BR,
884,Dunedin,-45.8742,170.5036,60.01,90,5,4.0,NZ,
885,Rio Cuarto,-33.1307,-64.3499,64.4,77,0,6.91,AR,
886,Matara,5.9485,80.5353,85.8,65,46,6.13,LK,
887,Aborlan,9.4352,118.5492,86.0,70,20,13.8,PH,
888,Rudbar,30.15,62.6,76.93,15,0,3.42,AF,
889,Sikasso,10.9167,-7.0,85.89,14,14,8.95,ML,
890,Wasilla,61.5814,-149.4394,10.4,84,90,1.61,US,
891,Changchun,43.88,125.3228,6.8,56,0,4.47,CN,
892,Paamiut,61.994,-49.6678,33.69,80,100,7.43,GL,
893,Hambantota,6.1241,81.1185,89.6,66,20,13.8,LK,
894,Coahuayana,18.7333,-103.6833,69.91,85,40,3.47,MX,
895,Faya,18.3851,42.4509,64.4,45,20,14.97,SA,
896,Saint-Philippe,-21.3585,55.7679,87.8,62,0,10.36,RE,
897,Santa Rita Do Sapucai,-22.2522,-45.7033,63.0,88,48,2.01,BR,
898,Tromso,69.6496,18.957,28.4,86,40,11.5,NO,
899,Alice Springs,-23.7,133.8833,89.6,18,22,14.97,AU,
900,Longyearbyen,78.2186,15.6401,19.4,73,75,9.22,SJ,
901,Fengzhen,40.4394,113.1536,24.1,69,0,3.91,CN,
902,Saint-Louis,16.3333,-15.0,62.6,55,0,2.3,SN,
903,Balod,20.73,81.2047,83.71,15,2,7.58,IN,
904,Chuy,-33.6971,-53.4616,65.48,82,0,2.06,UY,
905,La Montanita,1.4766,-75.4398,72.97,90,99,1.23,CO,
906,Uddevalla,58.3478,11.9424,23.0,86,90,11.5,SE,
907,Kudahuvadhoo,2.6708,72.8944,82.0,75,65,15.82,MV,
908,Verkhnyaya Inta,65.9811,60.3094,-15.41,88,100,17.22,RU,
909,Tungor,53.3808,142.9564,7.12,94,100,20.24,RU,
910,Hamina,60.5697,27.1979,19.0,86,90,10.36,FI,
911,Batemans Bay,-35.7167,150.1833,68.0,79,62,4.0,AU,
912,Corrente,-3.7367,-43.3394,74.1,93,28,1.86,BR,
913,Ostrovnoy,68.0531,39.5131,8.08,89,100,12.93,RU,
914,Thompson,55.7435,-97.8558,-34.6,67,20,12.66,CA,
915,Turka,49.1541,23.0297,28.0,86,100,8.01,UA,
916,Ifakara,-8.1333,36.6833,83.55,69,97,3.02,TZ,
917,Ampanihy,-24.7,44.75,94.32,45,36,1.21,MG,
918,Los Llanos De Aridane,28.6585,-17.9182,60.8,67,20,5.75,ES,
919,Kargil,34.5667,76.1,16.39,74,0,0.29,IN,
920,Herat,34.5,62.0,69.8,18,0,2.3,AF,
921,Matale,7.4721,80.6234,82.49,62,92,6.76,LK,
922,Comodoro Rivadavia,-45.8667,-67.5,55.4,82,75,4.14,AR,
923,Fort Nelson,58.8053,-122.7002,-27.4,68,1,4.61,CA,
924,Harwich,51.9419,1.2844,32.0,90,100,24.0,GB,
925,Arlit,18.7369,7.3853,81.75,12,66,10.25,NE,
926,Ortigueira,-24.2083,-50.9494,59.05,96,28,2.51,BR,
927,Bulgan,48.8125,103.5347,11.14,89,4,2.64,MN,
928,Udachnyy,66.4167,112.4,-23.12,84,98,8.55,RU,
929,Pavino,59.1139,46.1414,-9.98,88,100,10.94,RU,
930,Farah,32.5,62.5,69.89,18,0,1.63,AF,
931,Uzhur,55.3036,89.8339,20.7,96,37,6.46,RU,
932,Tupik,54.4253,119.9327,-14.91,84,20,1.99,RU,
933,Kihurio,-4.4667,38.0667,85.62,55,60,8.12,TZ,
934,Newport,51.5877,-2.9984,39.0,82,93,23.31,GB,
935,Coolum Beach,-26.5333,153.1,79.0,94,99,5.93,AU,
936,Burgeo,47.6167,-57.6152,29.7,86,82,38.9,CA,
937,Sao Joao Da Barra,-21.6403,-41.0511,69.8,100,90,4.61,BR,
938,Miquelon,47.0975,-56.3814,33.19,84,99,44.98,PM,
939,Port Lincoln,-34.7333,135.8667,62.04,74,4,14.47,AU,
940,Krasnoselkup,65.7,82.4667,-3.32,92,100,17.36,RU,
941,Tindivanam,12.25,79.65,86.0,36,12,16.17,IN,
942,Ndele,8.4109,20.6473,86.77,13,9,9.13,CF,
943,Cesky Dub,50.6605,14.9962,25.0,98,100,3.62,CZ,
944,Ngaoundere,7.3167,13.5833,85.78,14,99,8.57,CM,
945,La Ronge,55.1001,-105.2842,-38.2,67,0,4.61,CA,
946,Chililabombwe,-12.3648,27.8229,72.75,88,90,9.6,ZM,
947,Adeje,28.1227,-16.726,64.0,63,20,6.91,ES,
948,Wolgast,54.05,13.7667,23.0,62,0,14.97,DE,
949,Mirpur Khas,25.5251,69.0159,86.4,12,0,5.28,PK,
950,Tigil,57.8,158.6667,31.33,93,79,25.46,RU,
951,Rio Gallegos,-51.6226,-69.2181,49.3,60,6,5.91,AR,
952,Kenai,60.5544,-151.2583,12.0,92,90,9.22,US,
953,Alekseyevsk,57.8406,108.3492,17.47,95,100,13.85,RU,
954,Portland,45.5234,-122.6762,44.6,87,90,5.75,US,
955,Kununurra,-15.7667,128.7333,86.0,84,75,5.75,AU,
956,Camapua,-19.5314,-54.0439,64.62,82,0,3.65,BR,
957,Beauceville,46.2179,-70.7787,6.8,78,0,2.3,CA,
958,Ola,59.5833,151.2833,13.44,89,100,23.49,RU,
959,Chilca,-12.5211,-76.7372,73.0,78,75,4.61,PE,
960,Teguldet,57.3064,88.1667,35.38,86,21,9.62,RU,
961,Pampa,35.5362,-100.9599,28.4,93,90,12.66,US,
962,Ilulissat,69.2167,-51.1,28.4,40,0,27.63,GL,
963,Torbay,47.6666,-52.7314,32.0,69,90,31.07,CA,
964,Gobabis,-22.45,18.9667,84.18,32,0,16.87,NA,
965,Khasan,42.4308,130.6434,15.48,87,9,8.08,RU,
966,Kotido,2.9806,34.1331,88.16,14,6,13.78,UG,
967,Souillac,-20.5167,57.5167,87.8,62,40,14.97,MU,
968,Linhares,-19.3911,-40.0722,74.28,92,99,1.5,BR,
969,Krasne,49.9145,24.6134,17.6,93,75,15.66,UA,
970,Cafarnaum,-11.6936,-41.4683,70.95,84,95,1.36,BR,
971,Nipawin,53.3668,-104.0009,-27.4,68,1,10.36,CA,
972,Atar,20.5169,-13.0499,59.0,23,0,17.27,MR,
973,Uni,57.7535,51.4923,-3.96,89,100,12.3,RU,
974,Mitu,1.1983,-70.1733,71.13,96,100,1.14,CO,
975,Mordovo,52.0834,40.77,0.28,90,23,12.8,RU,
976,Pacific Grove,36.6177,-121.9166,44.6,81,20,5.48,US,
977,Sakiai,54.9547,23.0358,3.2,78,20,3.44,LT,
978,Rumuruti,0.267,36.5389,74.01,44,94,4.47,KE,
979,Vila Velha,-20.3297,-40.2925,71.6,88,90,5.75,BR,
980,Poso,-1.3959,120.7524,81.66,72,100,0.58,ID,
981,Basoko,1.2391,23.616,90.97,25,41,3.96,CD,
982,Castle Rock,39.3722,-104.8561,34.0,56,0,1.99,US,
983,Touros,-5.1989,-35.4608,75.2,88,20,3.44,BR,
984,Tateyama,34.9833,139.8667,55.0,82,40,5.75,JP,
985,Ust-Maya,60.4167,134.5333,-30.8,82,11,2.75,RU,
986,Promyshlennaya,54.9159,85.6385,33.8,86,40,15.66,RU,
987,Yar-Sale,66.8333,70.8333,-13.41,89,100,24.99,RU,
988,Binghamton,42.0987,-75.918,19.4,45,1,6.91,US,
989,Christchurch,-43.5333,172.6333,62.01,88,20,14.97,NZ,
990,Meulaboh,4.1363,96.1285,85.03,67,85,6.02,ID,
991,Araouane,18.9048,-3.5265,67.75,26,93,19.35,ML,
992,Walvis Bay,-22.9575,14.5053,68.0,68,31,9.22,NA,
993,Solsona,41.994,1.5171,41.0,92,100,3.0,ES,
994,Broken Hill,-31.95,141.4333,78.8,31,0,14.97,AU,
995,Ranavav,21.6842,69.7408,84.2,21,0,13.8,IN,
996,Tezu,27.9167,96.1667,77.79,20,0,3.67,IN,
997,Yarada,17.65,83.2667,82.4,39,83,12.66,IN,
